"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
31/01/2018,5.714285714,7,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,6.875,8,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,8.571428571,3.5,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,8.571428571,3.5,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,Medium,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,14,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,7.857142857,14,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,14,High,Montréal,QC,Use recreationally,A few times per week,10
31/01/2018,5.714285714,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,7,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.357142857,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,6.428571429,7,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,6.428571429,7,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,2,1,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,11.42857143,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5,1,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,6.25,4,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.357142857,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.357142857,14,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,4.285714286,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,9.285714286,7,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,6.75,1,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,7,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,4.464285714,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,10,1,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,4.642857143,28,High,Montréal,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,Medium,Montréal,QC,Medicate with a medical document,A few times per month,3
31/01/2018,14.28571429,7,Medium,Montréal,QC,Medicate without a medical document,A few times per month,3
31/01/2018,5,1,High,Montréal,QC,Medicate without a medical document,A few times per month,3
31/01/2018,5.714285714,3.5,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,7,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,7.142857143,3.5,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,8.571428571,3.5,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5,7,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,7,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,6.25,8,Medium,Montréal,QC,Use recreationally,A few times per month,2
31/01/2018,3.571428571,7,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5,28,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5,7,Medium,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,6.785714286,28,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5,28,High,Montréal,QC,Use recreationally,A few times per month,2
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,8.928571429,28,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,4.285714286,7,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,7.142857143,7,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,4.285714286,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,6.428571429,7,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,14,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,6.428571429,28,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,10,1,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,8.571428571,3.5,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,28,High,Montréal,QC,Use recreationally,A few times per month,3
31/01/2018,5,1,Medium,Montréal,QC,Medicate with a medical document,A few times a year,5
31/01/2018,4.285714286,7,Medium,Montréal,QC,Medicate without a medical document,A few times a year,5
31/01/2018,3.5,1,Medium,Montréal,QC,Medicate without a medical document,A few times a year,5
31/01/2018,8,1,High,Montréal,QC,Medicate without a medical document,A few times a year,5
31/01/2018,6.428571429,7,High,Montréal,QC,Medicate without a medical document,A few times a year,5
31/01/2018,6.25,28,Low,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,10,1,Medium,Montréal,QC,Use recreationally,A few times a year,0
31/01/2018,8.571428571,3.5,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,5,1,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,7,1,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,7.142857143,7,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,5.714285714,3.5,Medium,Montréal,QC,Use recreationally,A few times a year,0
31/01/2018,7,1,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,5.714285714,7,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,8,1,Medium,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,6.428571429,28,High,Montréal,QC,Use recreationally,A few times a year,0
31/01/2018,10,1,High,Montréal,QC,Use recreationally,A few times a year,0
31/01/2018,5,1,High,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,5.714285714,3.5,High,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,7.142857143,3.5,High,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,7.857142857,7,High,Montréal,QC,Use recreationally,A few times a year,5
31/01/2018,6.428571429,7,High,Montréal,QC,Use recreationally,A few times a year,0.25
31/01/2018,8.571428571,3.5,High,Westmount,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,7,High,Dorval,QC,Use recreationally,A few times per week,2
31/01/2018,5,14,Medium,La Prairie,QC,Use recreationally,Daily,1
31/01/2018,7.142857143,7,High,Candiac,QC,Use recreationally,Daily,56
31/01/2018,5.178571429,28,High,Mercier,QC,Use recreationally,,0
31/01/2018,3.571428571,28,Medium,Saint-Rémi,QC,Use recreationally,Daily,1
31/01/2018,5.714285714,7,Medium,Beauharnois,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,High,Salaberry-De-Valleyfield,QC,Use recreationally,,0
31/01/2018,4.642857143,28,Medium,Vaudreuil-Dorion,QC,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,7,High,Vaudreuil-Dorion,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,High,Saint-Eustache,QC,Use recreationally,Daily,1
31/01/2018,5.714285714,3.5,High,Saint-Eustache,QC,Use recreationally,A few times per month,3
31/01/2018,2.857142857,14,,Deux-Montagnes,QC,Use recreationally,Daily,1
31/01/2018,5.714285714,28,High,Boisbriand,QC,Medicate without a medical document,Daily,52.6
31/01/2018,5,14,High,Sainte-Thérèse,QC,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Blainville,QC,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Blainville,QC,Use recreationally,Daily,1
31/01/2018,10,1,Medium,Blainville,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,14,High,Blainville,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,3.5,Medium,Blainville,QC,Use recreationally,A few times a year,5
31/01/2018,6.5,1,High,Lorraine,QC,Use recreationally,A few times a year,5
31/01/2018,5.714285714,3.5,Medium,Mirabel,QC,Use recreationally,Daily,1
31/01/2018,7.142857143,3.5,High,Mirabel,QC,Use recreationally,Daily,1
31/01/2018,3.571428571,28,Medium,Mirabel,QC,Use recreationally,A few times per week,2
31/01/2018,4.285714286,28,Medium,Mirabel,QC,Use recreationally,A few times a year,5
31/01/2018,3.214285714,28,High,Saint-Jérôme,QC,Use recreationally,,0
31/01/2018,5.714285714,3.5,Medium,Saint-Jérôme,QC,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Saint-Jérôme,QC,Use recreationally,Daily,1
31/01/2018,5,28,Medium,Saint-Jérôme,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,High,Saint-Jérôme,QC,Use recreationally,A few times per month,3
31/01/2018,10,1,Medium,Saint-Jérôme,QC,Use recreationally,A few times a year,5
31/01/2018,2.857142857,14,High,Saint-André-D'argenteuil,QC,Use recreationally,A few times per week,2
31/01/2018,7,1,Medium,Lachute,QC,Use recreationally,Daily,1
31/01/2018,4.285714286,28,High,Lachute,QC,Use recreationally,A few times per month,3
31/01/2018,3.571428571,28,High,Saint-Sauveur,QC,Use recreationally,Daily,1
31/01/2018,3,1,High,Mont-Tremblant,QC,Use recreationally,,0
31/01/2018,5.714285714,3.5,High,Mont-Tremblant,QC,Use recreationally,A few times per month,4.5
31/01/2018,5,1,High,Lac-Saguay,QC,Use recreationally,,0
31/01/2018,3.214285714,28,Medium,Mont-Laurier,QC,Medicate without a medical document,Daily,1
31/01/2018,3.571428571,28,High,Mont-Laurier,QC,Use recreationally,Daily,1
31/01/2018,4.285714286,14,High,Mont-Laurier,QC,Use recreationally,A few times per week,2
31/01/2018,4.642857143,28,Medium,Gatineau,QC,Medicate without a medical document,,0
31/01/2018,5.714285714,7,Medium,Gatineau,QC,Medicate without a medical document,,0
31/01/2018,10,1,Medium,Gatineau,QC,Use recreationally,,0
31/01/2018,10,1,High,Gatineau,QC,Use recreationally,,0
31/01/2018,15,1,High,Gatineau,QC,Medicate with a medical document,Daily,1
31/01/2018,7.142857143,7,Medium,Gatineau,QC,Medicate without a medical document,Daily,35
31/01/2018,2,28,Medium,Gatineau,QC,Medicate without a medical document,Daily,56
31/01/2018,3.571428571,28,Medium,Gatineau,QC,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,28,High,Gatineau,QC,Medicate without a medical document,Daily,1
31/01/2018,5,14,Medium,Gatineau,QC,Use recreationally,Daily,1
31/01/2018,4.642857143,28,Medium,Gatineau,QC,Use recreationally,Daily,1
31/01/2018,3.571428571,28,High,Gatineau,QC,Use recreationally,Daily,0
31/01/2018,5,7,High,Gatineau,QC,Use recreationally,Daily,1
31/01/2018,6.428571429,7,Medium,Gatineau,QC,Use recreationally,A few times per week,2
31/01/2018,5.714285714,28,High,Gatineau,QC,Use recreationally,A few times per week,2
31/01/2018,5,28,High,Gatineau,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,14,High,Gatineau,QC,Use recreationally,A few times per week,2
31/01/2018,5,1,Medium,Gatineau,QC,Use recreationally,A few times a year,5
31/01/2018,4.285714286,7,High,Gatineau,QC,Use recreationally,A few times a year,0
31/01/2018,5.714285714,7,Medium,Chelsea,QC,Use recreationally,A few times per week,2
31/01/2018,6.666666667,3,Medium,Rouyn-Noranda,QC,Use recreationally,,0
31/01/2018,10,1,Medium,Rouyn-Noranda,QC,Use recreationally,Daily,1
31/01/2018,6.428571429,7,Medium,La Sarre,QC,Use recreationally,A few times a year,0.2
31/01/2018,6.25,28,High,Val-D'or,QC,Use recreationally,Daily,1
31/01/2018,3.571428571,28,Medium,Roberval,QC,Use recreationally,A few times per week,2
31/01/2018,6.071428571,14,Medium,Roberval,QC,Use recreationally,A few times per month,3
31/01/2018,5.714285714,7,Medium,Saint-Félicien,QC,Use recreationally,A few times a year,5
31/01/2018,5.357142857,28,High,Alma,QC,Use recreationally,,0
31/01/2018,7.142857143,14,High,Alma,QC,Use recreationally,Daily,1
31/01/2018,7.142857143,7,High,Alma,QC,Use recreationally,Daily,1
31/01/2018,5.714285714,7,High,Alma,QC,Use recreationally,A few times per week,2
31/01/2018,7.142857143,28,High,Lac-Moncouche,QC,Medicate without a medical document,Daily,1
31/01/2018,4.285714286,7,Medium,Saguenay,QC,Use recreationally,,0
31/01/2018,7.142857143,3.5,High,Saguenay,QC,Use recreationally,,0
31/01/2018,5.714285714,28,Medium,Saguenay,QC,Medicate without a medical document,Daily,0
31/01/2018,10,1,High,Saguenay,QC,Use recreationally,Daily,1
31/01/2018,6.428571429,28,High,Saguenay,QC,Use recreationally,Daily,0
31/01/2018,5.357142857,28,High,Saguenay,QC,Use recreationally,Daily,60
31/01/2018,6.071428571,28,High,Saguenay,QC,Use recreationally,Daily,1
31/01/2018,8.571428571,7,Low,Saguenay,QC,Medicate without a medical document,A few times per week,2
31/01/2018,5.714285714,7,Medium,Saguenay,QC,Medicate without a medical document,A few times per week,2
31/01/2018,8.2,1,Low,Saguenay,QC,Use recreationally,A few times per week,2
31/01/2018,4.285714286,28,Medium,Saguenay,QC,Use recreationally,A few times per week,5
31/01/2018,7.142857143,7,Medium,Saguenay,QC,Use recreationally,A few times per month,3
31/01/2018,6.428571429,14,High,Saguenay,QC,Use recreationally,A few times per month,3
31/01/2018,6.428571429,28,High,Saguenay,QC,Use recreationally,A few times per month,3
31/01/2018,4.285714286,28,High,Baie-Comeau,QC,Use recreationally,Daily,1
31/01/2018,5.357142857,28,Medium,Baie-Comeau,QC,Medicate without a medical document,A few times per week,2
31/01/2018,10,1,High,Sept-Îles,QC,Use recreationally,Daily,1
31/01/2018,5,1,Medium,Sept-Îles,QC,Use recreationally,A few times per month,3
31/01/2018,10,1,Medium,Sept-Îles,QC,Use recreationally,A few times a year,5
31/01/2018,5.714285714,14,Medium,Port-Cartier,QC,Use recreationally,Daily,50
31/01/2018,5,14,High,Lebel-Sur-Quévillon,QC,Medicate without a medical document,Daily,1
31/01/2018,7.857142857,7,High,Cornwall,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,7,Medium,Cornwall,ON,Medicate without a medical document,A few times per week,2
31/01/2018,7.5,1,High,Hawkesbury,ON,Medicate with a medical document,,0
31/01/2018,7,1,Medium,Ottawa,ON,Medicate with a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate with a medical document,,0
31/01/2018,11,4,High,Ottawa,ON,Medicate with a medical document,,0
31/01/2018,3.571428571,28,High,Ottawa,ON,Medicate with a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate with a medical document,,0
31/01/2018,10,1,Medium,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,2.428571429,3.5,Medium,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,4.285714286,7,Medium,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,6,1,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,4.464285714,28,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,,0
31/01/2018,5,1,Low,Ottawa,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,4.285714286,7,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,7.666666667,18,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5.714285714,28,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,7,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,7.142857143,28,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,5.714285714,7,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,4.285714286,28,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,8,1,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,7.272727273,11,Medium,Ottawa,ON,Use recreationally,,0
31/01/2018,7,1,High,Ottawa,ON,Use recreationally,,0
31/01/2018,7.142857143,7,High,Ottawa,ON,Use recreationally,,0
31/01/2018,10,1,High,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,,0
31/01/2018,5.714285714,7,High,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,,0
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,,0
31/01/2018,5,7,Medium,Ottawa,ON,Medicate with a medical document,Daily,1
31/01/2018,8,1,Medium,Ottawa,ON,Medicate with a medical document,Daily,1
31/01/2018,5,1,High,Ottawa,ON,Medicate with a medical document,Daily,1
31/01/2018,10,1,High,Ottawa,ON,Medicate with a medical document,Daily,0
31/01/2018,5,28,High,Ottawa,ON,Medicate with a medical document,Daily,1
31/01/2018,8,15,High,Ottawa,ON,Medicate with a medical document,Daily,15
31/01/2018,10,1,High,Ottawa,ON,Medicate with a medical document,Daily,1
31/01/2018,6.428571429,28,Low,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,7,Low,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,3.5,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,3,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,40
31/01/2018,8.571428571,7,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,35
31/01/2018,3.571428571,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,4.642857143,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,3.571428571,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,56
31/01/2018,2.202643172,454,Medium,Ottawa,ON,Medicate without a medical document,Daily,0
31/01/2018,5,1,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5,1,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,3.571428571,28,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7,1,Medium,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,6.071428571,56,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,6.071428571,14,High,Ottawa,ON,Medicate without a medical document,Daily,56
31/01/2018,7.857142857,28,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,3.5,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,8,1,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,28,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,8.071428571,7,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,14,High,Ottawa,ON,Medicate without a medical document,Daily,56
31/01/2018,8.035714286,7,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5,7,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,7,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,14,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,7,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,3.5,High,Ottawa,ON,Medicate without a medical document,Daily,35
31/01/2018,9,1,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,6.428571429,14,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,12,2,High,Ottawa,ON,Medicate without a medical document,Daily,1
31/01/2018,4.642857143,28,Low,Ottawa,ON,Use recreationally,Daily,56
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,28,Medium,Ottawa,ON,Use recreationally,Daily,60
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.714285714,28,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5,28,Medium,Ottawa,ON,Use recreationally,Daily,56
31/01/2018,3.571428571,14,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,7,Medium,Ottawa,ON,Use recreationally,Daily,45
31/01/2018,7.857142857,28,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.714285714,28,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.785714286,28,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.357142857,28,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,7,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,7.142857143,3.5,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,7,1,Medium,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,28,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,4.642857143,14,High,Ottawa,ON,Use recreationally,Daily,70
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.714285714,7,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.714285714,7,High,Ottawa,ON,Use recreationally,Daily,21
31/01/2018,7.142857143,7,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,28,High,Ottawa,ON,Use recreationally,Daily,74
31/01/2018,4,1,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.5,1,High,Ottawa,ON,Use recreationally,Daily,0
31/01/2018,5.357142857,28,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,7.857142857,28,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Ottawa,ON,Use recreationally,Daily,60
31/01/2018,6.25,28,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,7.667857143,14,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,7.857142857,14,High,Ottawa,ON,Use recreationally,Daily,1
31/01/2018,5,28,High,Ottawa,ON,Use recreationally,Daily,250
31/01/2018,8,1,High,Ottawa,ON,Medicate with a medical document,A few times per week,2
31/01/2018,10,1,,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,8.571428571,7,Medium,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,7,1,Medium,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5,1,Medium,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,6.071428571,14,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5.714285714,3.5,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5.714285714,28,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,6,1,High,Ottawa,ON,Medicate without a medical document,A few times per week,2
31/01/2018,8,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,8.571428571,3.5,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,7,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,9,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,4.285714286,14,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,7.142857143,14,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,5.357142857,28,High,Ottawa,ON,Use recreationally,A few times per week,0.1
31/01/2018,7.857142857,7,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,5,14,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,8.571428571,3.5,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,5.714285714,3.5,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,3,1,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,4.285714286,28,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,8.928571429,14,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,7.142857143,7,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,5.357142857,28,High,Ottawa,ON,Use recreationally,A few times per week,2
31/01/2018,8.571428571,3.5,Medium,Ottawa,ON,Medicate without a medical document,A few times per month,0.05
31/01/2018,10,1,Medium,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,5,1,Medium,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,5,1,High,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,5.714285714,7,High,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,5.714285714,7,High,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,7.142857143,7,High,Ottawa,ON,Medicate without a medical document,A few times per month,3
31/01/2018,3.571428571,14,Low,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,7,2,Medium,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,7,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,7.142857143,14,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,6.666666667,3,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,4.285714286,28,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,2.142857143,7,High,Ottawa,ON,Use recreationally,A few times per month,3
